	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SYMBOL
ENSMUSG00000056220	57.5857144298437	-0.139205074097599	0.131824299231379	-1.05598948683402	0.290973018025159	0.559334248923669	Pla2g4a
ENSMUSG00000097028	7.84801048274359	-0.992178393860722	0.436364239237278	-2.2737390112328	0.0229816831337495	0.114414914262507	Ptgs2os
ENSMUSG00000032487	119.04627020726	-0.433709393318294	0.143159014537423	-3.02956397625187	0.00244907027627144	0.0215780975757329	Ptgs2
ENSMUSG00000097754	0.346495929698818	-0.921271875739391	2.94049928276713	-0.313304574205656	0.754049275245365	NA	Ptgs2os2
ENSMUSG00000099875	1.3810738054855	0.943816172757421	0.973161268120832	0.969845598746365	0.332123460014287	NA	Rbm3-ps
ENSMUSG00000006010	64.2541384689493	0.224902928538933	0.12761387010109	1.76237056646566	0.0780067082650417	0.258361713872788	Odr4
ENSMUSG00000006005	437.758172673821	-0.038643880167307	0.079459993728467	-0.486331276332112	0.626732307490637	0.825128917021411	Tpr
ENSMUSG00000006014	0.0708308938346464	0.0490732278206536	4.92768185620347	0.00995868427643624	0.992054250907269	NA	Prg4
ENSMUSG00000066842	0.308104604769312	-0.392385161916654	1.64960222649506	-0.237866532679434	0.811984613617956	NA	Hmcn1
ENSMUSG00000093650	0.0551831599985276	1.01085824440788	4.92768185620347	0.205138698866143	0.837463761984184	NA	Gm20631
ENSMUSG00000100954	17.3884045010707	-0.296101505792189	0.235279925381016	-1.25850730916663	0.208208345504851	0.466702460142059	Gm10138
ENSMUSG00000023150	137.469282817889	-0.17366995576546	0.108755407703845	-1.59688570372873	0.110291187110101	0.318806831357443	Ivns1abp
ENSMUSG00000052748	39.6335993879264	-0.0367348601099969	0.154813296915825	-0.237284915713476	0.812435763500759	0.923218560929385	Swt1
ENSMUSG00000053286	65.3942559438552	-0.0588409230551366	0.123118541354435	-0.477920891588089	0.63270651124508	0.828382158229272	Trmt1l
ENSMUSG00000103928	0.241736765709546	0.577555394539504	1.94147859169331	0.297482236997409	0.766098367337513	NA	Gm37893
ENSMUSG00000026484	88.6307261813123	0.177957853810483	0.106396426327207	1.6725923976356	0.0944075645331816	0.290167674302142	Rnf2
ENSMUSG00000103238	0.0496540802078432	0.529965736114266	4.92768185620347	0.107548691571289	0.914353699005806	NA	Gm36527
ENSMUSG00000026483	2.10255517957434	-0.419134481647177	0.727854589057497	-0.575849198381667	0.564717115971969	0.78573960687839	Niban1
ENSMUSG00000100594	2.54315916969924	0.0942028082768437	0.555229128060959	0.169664744725895	0.865273801655561	0.947051507060572	2810414N06Rik
ENSMUSG00000043019	20.8457823622617	-0.0663566061230202	0.201833624261445	-0.328768838026043	0.742330418538743	0.887589778659171	Edem3
ENSMUSG00000032666	26.0255176176859	-0.0382543073982007	0.159179643337202	-0.240321605176385	0.810080947210579	0.922307921291629	1700025G04Rik
ENSMUSG00000014980	111.952897222022	-0.131252227724026	0.106911004536019	-1.22767743408309	0.219568080760774	0.480239176269958	Tsen15
ENSMUSG00000026482	115.069194275866	0.170353264313211	0.091018233278732	1.87163888131651	0.0612565804327146	0.220711771067047	Rgl1
ENSMUSG00000086145	0.0438140293465349	0.049073227820653	4.92768185620347	0.00995868427643611	0.992054250907269	NA	Gm15479
ENSMUSG00000080950	0.168960115705099	1.48468411415225	4.91967303419708	0.301785119424012	0.762815875289988	NA	Gm7278
ENSMUSG00000008475	835.223005140872	0.111373752896766	0.0567328865938098	1.96312508641007	0.0496316412639659	0.192156033498734	Arpc5
ENSMUSG00000026480	2.08209904447465	-0.566264895861547	0.585739518247214	-0.966752077025735	0.333667986621176	0.601312314571	Ncf2
ENSMUSG00000042772	170.650623791831	-0.207883213475315	0.0872880789033737	-2.38157622537939	0.0172387226374845	0.0934145996634357	Smg7
ENSMUSG00000100394	0.374420182059706	0.974792532886321	1.67295187522757	0.582678167448017	0.560109973229514	NA	Gm28791
ENSMUSG00000042751	26.272146923105	0.185720246773217	0.247209453499501	0.751266766477406	0.452492125660418	0.704366342610878	Nmnat2
ENSMUSG00000026479	19.0794110102647	0.0878386636665164	0.259176435682984	0.338914544584438	0.734674107226876	0.88433902217169	Lamc2
ENSMUSG00000026478	277.434077632554	0.0208396225166384	0.0885062343179479	0.235459373876134	0.813852207437779	0.923511372432274	Lamc1
ENSMUSG00000103818	0.214368821399181	0.529970766390556	2.30198996523535	0.230222882981322	0.817918581337697	NA	Gm38009
ENSMUSG00000079138	0.116204828347434	0	3.30357845373044	0	1	NA	Gm8818
ENSMUSG00000042699	189.720183456416	-0.110748086477637	0.0832634338246084	-1.33009271165689	0.183487726599889	0.431838948908655	Dhx9
ENSMUSG00000042684	3.57697370712216	0.255639192332046	0.435773437864917	0.586633259669421	0.557450040094429	0.779856703047017	Npl
ENSMUSG00000099858	0.114640618005737	0.529968482305893	3.73077940679181	0.142053020165463	0.887038126238481	NA	Gm6652
ENSMUSG00000042671	1.21839660466517	0.551255674897043	0.760091579965635	0.725249021863873	0.468299273708942	NA	Rgs8
ENSMUSG00000100334	0.251647782702284	0.513847605229397	2.05361072679126	0.25021665426937	0.802419806576173	NA	NA
ENSMUSG00000026475	499.451756239679	0.190152300835483	0.0512120699536127	3.71303680963727	0.000204787088235001	0.00304196297900836	Rgs16
ENSMUSG00000099568	0.206803375880208	1.0544652587101	2.33165686736271	0.452238609149547	0.651097096766873	NA	Gm28513
ENSMUSG00000066800	0.918858425165752	-0.343197634911072	1.06840845851459	-0.321223247697064	0.748041215814522	NA	Rnasel
ENSMUSG00000045968	1.60567098379202	-0.0460155983750365	0.697579265350932	-0.0659646876859038	0.947405939340435	NA	Teddm2
ENSMUSG00000026473	124.002672903398	0.246661112197927	0.080672002899068	3.05758011867555	0.00223131984366814	0.0201551763418885	Glul
ENSMUSG00000004110	0.17931785320253	0.529970243102459	2.69702079010614	0.196502097813492	0.844217190858476	NA	Cacna1e
ENSMUSG00000096950	0.230197536767154	0.0535513551631336	1.95573950538443	0.0273816400475109	0.978155341878138	NA	Gm9530
ENSMUSG00000056708	492.349515800195	-0.10851343492764	0.0562689567554415	-1.9284778176938	0.053795720765938	0.204133697797321	Ier5
ENSMUSG00000026471	16.7093222407621	0.51913924817827	0.218562314045104	2.37524593590795	0.0175372608777496	0.0946851929764889	Mr1
ENSMUSG00000026470	165.733349437526	-0.0484974762072244	0.0839024361204065	-0.578022265499261	0.563249086972276	0.78443547754537	Stx6
ENSMUSG00000033722	22.3917196177808	0.000436091585907989	0.183353856073152	0.00237841513261659	0.998102301075675	0.999734722227359	BC034090
ENSMUSG00000026469	65.9278663503302	0.010934528962015	0.119569732572526	0.091448970627935	0.92713585179617	0.972477968912601	Xpr1
ENSMUSG00000073535	0.0687689956315675	1.45675629474636	4.92569611964056	0.295746278163148	0.767423852333155	NA	Gm5532
ENSMUSG00000033701	280.65673702574	0.0188896722232994	0.0779074889381138	0.242462855378441	0.80842153536773	0.921594314904362	Acbd6
ENSMUSG00000026468	0.445077037976453	-0.696950461330333	1.31476196237964	-0.530096307371788	0.596045159179728	NA	Lhx4
ENSMUSG00000033684	552.046204695294	0.150476466727875	0.048892339401847	3.07771050779769	0.00208597449681847	0.0191346489141827	Qsox1
ENSMUSG00000033671	31.9796773833461	-0.0880257294635073	0.198578837349953	-0.443278501567519	0.657564303858381	0.84298656377049	Cep350
ENSMUSG00000102833	0.115682978259075	1.01086498703628	3.30787574574584	0.305593397314372	0.759914248314669	NA	Gm9694
ENSMUSG00000026466	134.403340809571	-0.0686137387726183	0.0883125080592635	-0.776942477124237	0.437192708801342	0.692202274888467	Tor1aip1
ENSMUSG00000102964	0.387524776855966	1.8469023685488	1.54213769420157	1.19762481359034	0.231063111584761	NA	9430034N14Rik
ENSMUSG00000050565	401.181175075887	0.0976501816463835	0.051845316604887	1.88349089254436	0.0596338729302235	0.21708308105434	Tor1aip2
ENSMUSG00000026601	0.0479876463329179	1.01085824440788	4.92768185620347	0.205138698866143	0.837463761984184	NA	Axdnd1
ENSMUSG00000078193	13.9450728284924	0.0723488736906761	0.249324244669153	0.290179857104074	0.771678645265436	0.902127250633947	Rpl35rt
ENSMUSG00000026600	167.520847169848	-0.193061493024118	0.0818468069108042	-2.35881520991423	0.0183333824893112	0.0978221636072274	Soat1
ENSMUSG00000026596	175.376064711178	-0.246277253927792	0.109024836417563	-2.2589096394931	0.0238890062580244	0.117156204892111	Abl2
ENSMUSG00000104293	0.189284935027343	-1.02113677443535	2.65856119796817	-0.384093762902942	0.700908954088218	NA	Gm38043
ENSMUSG00000060519	78.5881506258736	0.0480105901941456	0.167040106271912	0.287419538131715	0.773791102775432	0.903032099022585	Tor3a
ENSMUSG00000033557	74.8254387515836	-0.143563087893509	0.119530429442794	-1.20105891497878	0.229728348654183	0.491550487601712	Fam20b
ENSMUSG00000102961	0.137580089983094	0.52997042415775	2.56722856206045	0.206436790237483	0.83644973522762	NA	Gm19918
ENSMUSG00000046057	0.591680335934546	0.906410175266555	1.20469193766244	0.752399967933162	0.451810565876934	NA	Gm15428
ENSMUSG00000026594	30.5479309365013	-0.264104445451635	0.178041682862633	-1.48338547021825	0.137972025562952	0.366217022458019	Ralgps2
ENSMUSG00000103303	0.0666232488507239	0	4.92768185620347	0	1	NA	Gm37802
ENSMUSG00000102960	0.0566512129021953	0.0490732278206536	4.92768185620347	0.00995868427643624	0.992054250907269	NA	Gm37943
