"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","logp"
"MA0665.1","MA0665.1",29,3860,11.3725490196078,9.65,1.17850248907853,0.201155315070928,"MSC",0.381836806724968,0.69646848769884
"MA0691.1","MA0691.1",22,2845,8.62745098039216,7.1125,1.21299838037148,0.202174290477951,"TFAP4",0.38279700684404,0.694274072352631
"MA0722.1","MA0722.1",20,2559,7.84313725490196,6.3975,1.22596909025431,0.202988531592518,"VAX1",0.38336568245068,0.692528498080784
"MA0470.2","MA0470.2",5,490,1.96078431372549,1.225,1.60064025610244,0.204495167556721,"E2F4",0.385235845952813,0.689316950386455
"MA1104.2","MA1104.2",22,2852,8.62745098039216,7.13,1.21002117537057,0.205354715696731,"GATA6",0.385251049761226,0.687495319703176
"MA0136.2","MA0136.2",22,2853,8.62745098039216,7.1325,1.20959705298173,0.205811072017856,"ELF5",0.385251049761226,0.686531265205685
"MA1645.1","MA1645.1",26,3434,10.1960784313725,8.585,1.18766201879704,0.206052505167197,"NKX2-2",0.385251049761226,0.686022100995369
"MA0713.1","MA0713.1",25,3296,9.80392156862745,8.24,1.18979630687226,0.209307578996074,"PHOX2A",0.390358634827677,0.679215045638476
"MA0502.2","MA0502.2",20,2574,7.84313725490196,6.435,1.21882474823651,0.210211725390864,"NFYB",0.391067199854326,0.677343063138761
"MA1588.1","MA1588.1",25,3300,9.80392156862745,8.25,1.1883541295306,0.2110325836258,"ZNF136",0.391617680061809,0.675650484055984
"MA0616.2","MA0616.2",8,893,3.13725490196078,2.2325,1.40526535362185,0.212445472283319,"HES2",0.392865228073014,0.672752520320872
"MA0738.1","MA0738.1",19,2436,7.45098039215686,6.09,1.22347789690589,0.213065164380083,"HIC2",0.392865228073014,0.671487550540169
"MA0744.2","MA0744.2",18,2293,7.05882352941176,5.7325,1.23136912854981,0.213284741782266,"SCRT2",0.392865228073014,0.67104021251489
"MA0076.2","MA0076.2",18,2296,7.05882352941176,5.74,1.22976019676163,0.214841157553811,"ELK4",0.39475739786981,0.66788251633248
"MA0031.1","MA0031.1",21,2739,8.23529411764706,6.8475,1.2026716491635,0.220207089951619,"FOXD1",0.39985185777204,0.657168702270281
"MA0157.2","MA0157.2",21,2739,8.23529411764706,6.8475,1.2026716491635,0.220207089951619,"FOXO3",0.39985185777204,0.657168702270281
"MA1495.1","MA1495.1",8,903,3.13725490196078,2.2575,1.38970316808894,0.220829712335229,"HOXA1",0.39985185777204,0.655942493283898
"MA0612.2","MA0612.2",8,903,3.13725490196078,2.2575,1.38970316808894,0.220829712335229,"EMX1",0.39985185777204,0.655942493283898
"MA0900.2","MA0900.2",8,903,3.13725490196078,2.2575,1.38970316808894,0.220829712335229,"HOXA2",0.39985185777204,0.655942493283898
"MA0904.2","MA0904.2",8,903,3.13725490196078,2.2575,1.38970316808894,0.220829712335229,"HOXB5",0.39985185777204,0.655942493283898
"MA0042.2","MA0042.2",21,2748,8.23529411764706,6.87,1.19873276821646,0.224579414546808,"FOXI1",0.401765571347527,0.648630054657167
"MA0033.2","MA0033.2",21,2748,8.23529411764706,6.87,1.19873276821646,0.224579414546808,"FOXL1",0.401765571347527,0.648630054657167
"MA0848.1","MA0848.1",21,2748,8.23529411764706,6.87,1.19873276821646,0.224579414546808,"FOXO4",0.401765571347527,0.648630054657167
"MA0849.1","MA0849.1",21,2748,8.23529411764706,6.87,1.19873276821646,0.224579414546808,"FOXO6",0.401765571347527,0.648630054657167
"MA0850.1","MA0850.1",21,2748,8.23529411764706,6.87,1.19873276821646,0.224579414546808,"FOXP3",0.401765571347527,0.648630054657167
