"","ensembl_gene_id","external_gene_name"
"1896","ENSMUSG00000018199","Ro60"
"1897","ENSMUSG00000018209","Stk4"
"1898","ENSMUSG00000018211","Wfdc15b"
"1899","ENSMUSG00000018217","Pmp22"
"1900","ENSMUSG00000018238","Gdf9"
"1901","ENSMUSG00000018239","Zcchc10"
"1902","ENSMUSG00000018259","Prl8a2"
"1903","ENSMUSG00000018263","Tbx5"
"1904","ENSMUSG00000018286","Psmb6"
"1905","ENSMUSG00000018287","Spag7"
"1906","ENSMUSG00000018293","Pfn1"
"1907","ENSMUSG00000018322","Tomm34"
"1908","ENSMUSG00000018326","Ywhab"
"1909","ENSMUSG00000018334","Ksr1"
"1910","ENSMUSG00000018339","Gpx3"
"1911","ENSMUSG00000018340","Anxa6"
"1912","ENSMUSG00000018341","Il12rb2"
"1913","ENSMUSG00000018347","Zkscan6"
"1914","ENSMUSG00000018362","Kpna2"
"1915","ENSMUSG00000018363","Smurf2"
"1916","ENSMUSG00000018372","Cep95"
"1917","ENSMUSG00000018377","Vezf1"
"1918","ENSMUSG00000018378","Cuedc1"
"1919","ENSMUSG00000018379","Srsf1"
"1920","ENSMUSG00000018381","Abi3"
"1921","ENSMUSG00000018387","Shroom1"
"1922","ENSMUSG00000018395","Kif3a"
"1923","ENSMUSG00000018398","Septin8"
"1924","ENSMUSG00000018401","Mtmr4"
"1925","ENSMUSG00000018405","Mrm1"
"1926","ENSMUSG00000018411","Mapt"
"1927","ENSMUSG00000018412","Kansl1"
"1928","ENSMUSG00000018415","Gid4"
"1929","ENSMUSG00000018417","Myo1b"
"1930","ENSMUSG00000018425","Dhx40"
"1931","ENSMUSG00000018427","Ypel2"
"1932","ENSMUSG00000018428","Akap1"
"1933","ENSMUSG00000018433","Nol11"
"1934","ENSMUSG00000018442","Derl2"
"1935","ENSMUSG00000018446","C1qbp"
"1936","ENSMUSG00000018449","Rpain"
"1937","ENSMUSG00000018451","6330403K07Rik"
"1938","ENSMUSG00000018459","Slc13a3"
"1939","ENSMUSG00000018470","Kcnab3"
"1940","ENSMUSG00000018474","Chd3"
"1941","ENSMUSG00000018476","Kdm6b"
"1942","ENSMUSG00000018479","Chct1"
"1943","ENSMUSG00000018481","Appbp2"
"1944","ENSMUSG00000018486","Wnt9b"
"1945","ENSMUSG00000018500","Adora2b"
"1946","ENSMUSG00000018501","Ncor1"
"1947","ENSMUSG00000018507","Trpv2"
"1948","ENSMUSG00000018509","Cenpv"
"1949","ENSMUSG00000018537","Pcgf2"
"1950","ENSMUSG00000018541","Cwc25"
"1951","ENSMUSG00000018543","Spmap1"
"1952","ENSMUSG00000018547","Pip4k2b"
"1953","ENSMUSG00000018548","Trim37"
"1954","ENSMUSG00000018554","Ybx2"
"1955","ENSMUSG00000018559","Ctdnep1"
"1956","ENSMUSG00000018565","Elp5"
"1957","ENSMUSG00000018566","Slc2a4"
"1958","ENSMUSG00000018567","Gabarap"
"1959","ENSMUSG00000018569","Cldn7"
"1960","ENSMUSG00000018570","2810408A11Rik"
"1961","ENSMUSG00000018572","Phf23"
"1962","ENSMUSG00000018574","Acadvl"
"1963","ENSMUSG00000018581","Dnah11"
"1964","ENSMUSG00000018583","G3bp1"
"1965","ENSMUSG00000018585","Atox1"
"1966","ENSMUSG00000018589","Glra2"
"1967","ENSMUSG00000018593","Sparc"
"1968","ENSMUSG00000018595","Glra4"
"1969","ENSMUSG00000018599","Mief2"
"1970","ENSMUSG00000018604","Tbx3"
"1971","ENSMUSG00000018620","Mmp20"
"1972","ENSMUSG00000018623","Mmp7"
"1973","ENSMUSG00000018634","Crhr1"
"1974","ENSMUSG00000018648","Dusp14"
"1975","ENSMUSG00000018651","Tada2a"
"1976","ENSMUSG00000018654","Ikzf1"
"1977","ENSMUSG00000018656","Tcaf3"
"1978","ENSMUSG00000018659","Pnpo"
"1979","ENSMUSG00000018661","Cog1"
"1980","ENSMUSG00000018666","Cbx1"
"1981","ENSMUSG00000018669","Cdk5rap3"
"1982","ENSMUSG00000018672","Copz2"
"1983","ENSMUSG00000018677","Slc25a39"
"1984","ENSMUSG00000018678","Sp2"
"1985","ENSMUSG00000018697","Aatf"
"1986","ENSMUSG00000018698","Lhx1"
"1987","ENSMUSG00000018707","Dync1h1"
"1988","ENSMUSG00000018727","Cpsf4l"
"1989","ENSMUSG00000018733","Pex12"
"1990","ENSMUSG00000018736","Ndel1"
"1991","ENSMUSG00000018740","Slc25a35"
"1992","ENSMUSG00000018750","Zbtb4"
"1993","ENSMUSG00000018752","Tnfsfm13"
"1994","ENSMUSG00000018761","Mpdu1"
"1995","ENSMUSG00000018765","Fxr2"
"1996","ENSMUSG00000018770","Atp5mc3"
"1997","ENSMUSG00000018774","Cd68"
"1998","ENSMUSG00000018776","Slc35g3"
"1999","ENSMUSG00000018796","Acsl1"
"2000","ENSMUSG00000018800","Abca5"
"2001","ENSMUSG00000018809","Smyd4"
"2002","ENSMUSG00000018819","Lsp1"
"2003","ENSMUSG00000018820","Zfyve27"
"2004","ENSMUSG00000018821","Avpi1"
"2005","ENSMUSG00000018822","Sfrp5"
"2006","ENSMUSG00000018830","Myh11"
"2007","ENSMUSG00000018841","Rad51d"
"2008","ENSMUSG00000018844","Fndc8"
"2009","ENSMUSG00000018845","Unc45b"
"2010","ENSMUSG00000018846","Pank3"
"2011","ENSMUSG00000018848","Rars1"
"2012","ENSMUSG00000018849","Wwc1"
"2013","ENSMUSG00000018858","Mrpl58"
"2014","ENSMUSG00000018861","Fdxr"
"2015","ENSMUSG00000018862","Otop3"
"2016","ENSMUSG00000018865","Sult4a1"
"2017","ENSMUSG00000018868","Pnpla5"
"2018","ENSMUSG00000018882","Mrpl45"
"2019","ENSMUSG00000018893","Mb"
"2020","ENSMUSG00000018899","Irf1"
"2021","ENSMUSG00000018900","Slc22a5"
"2022","ENSMUSG00000018906","P4ha2"
"2023","ENSMUSG00000018907","Alox12e"
"2024","ENSMUSG00000018909","Arrb1"
"2025","ENSMUSG00000018914","Il3"
"2026","ENSMUSG00000018916","Csf2"
"2027","ENSMUSG00000018919","Tm4sf5"
"2028","ENSMUSG00000018920","Cxcl16"
"2029","ENSMUSG00000018921","Pelp1"
"2030","ENSMUSG00000018923","Med11"
"2031","ENSMUSG00000018924","Alox15"
"2032","ENSMUSG00000018925","Heatr9"
"2033","ENSMUSG00000018927","Ccl6"
"2034","ENSMUSG00000018930","Ccl4"
"2035","ENSMUSG00000018931","Natd1"
"2036","ENSMUSG00000018932","Map2k3"
"2037","ENSMUSG00000018965","Ywhah"
"2038","ENSMUSG00000018973","Hoxb1"
"2039","ENSMUSG00000018974","Sart3"
"2040","ENSMUSG00000018983","E2f2"
"2041","ENSMUSG00000018986","Slfn3"
"2042","ENSMUSG00000018995","Nars2"
"2043","ENSMUSG00000018999","Slc35b4"
"2044","ENSMUSG00000019027","Dnah1"
"2045","ENSMUSG00000019039","Dalrd3"
"2046","ENSMUSG00000019054","Fis1"
"2047","ENSMUSG00000019055","Plod1"
"2048","ENSMUSG00000019066","Rab3d"
"2049","ENSMUSG00000019080","Mfsd3"
"2050","ENSMUSG00000019082","Slc25a22"
"2051","ENSMUSG00000019087","Atp6ap1"
"2052","ENSMUSG00000019088","Dnase1l1"
"2053","ENSMUSG00000019102","Aldh3a1"
"2054","ENSMUSG00000019122","Ccl9"
"2055","ENSMUSG00000019124","Scrn1"
"2056","ENSMUSG00000019132","BC005537"
"2057","ENSMUSG00000019139","Isyna1"
"2058","ENSMUSG00000019143","Hars2"
"2059","ENSMUSG00000019146","Cacng2"
"2060","ENSMUSG00000019158","Tmem160"
"2061","ENSMUSG00000019173","Rab5c"
"2062","ENSMUSG00000019178","Styxl1"
"2063","ENSMUSG00000019179","Mdh2"
"2064","ENSMUSG00000019188","H13"
"2065","ENSMUSG00000019189","Rnf145"
"2066","ENSMUSG00000019194","Scn1b"
"2067","ENSMUSG00000019210","Atp6v1e1"
"2068","ENSMUSG00000019214","Chtf18"
"2069","ENSMUSG00000019230","Lhx9"
"2070","ENSMUSG00000019232","Etnppl"
"2071","ENSMUSG00000019235","Rps6kl1"
"2072","ENSMUSG00000019254","Ppp1r12c"
"2073","ENSMUSG00000019256","Ahr"
"2074","ENSMUSG00000019261","Map1s"
"2075","ENSMUSG00000019278","Dpep1"
"2076","ENSMUSG00000019295","Tmem129"
"2077","ENSMUSG00000019297","Nop9"
"2078","ENSMUSG00000019301","Hsd17b1"
"2079","ENSMUSG00000019302","Atp6v0a1"
"2080","ENSMUSG00000019303","Psmc3ip"
"2081","ENSMUSG00000019312","Grb7"
"2082","ENSMUSG00000019320","Noxo1"
"2083","ENSMUSG00000019326","Aoc3"
"2084","ENSMUSG00000019338","Zfp687"
"2085","ENSMUSG00000019359","Gdpd2"
"2086","ENSMUSG00000019362","D8Ertd738e"
"2087","ENSMUSG00000019368","Sec14l4"
"2088","ENSMUSG00000019370","Calm3"
"2089","ENSMUSG00000019373","Cops3"
"2090","ENSMUSG00000019428","Fkbp8"
"2091","ENSMUSG00000019429","Ffar3"
"2092","ENSMUSG00000019432","Ddx39b"
"2093","ENSMUSG00000019433","Gipc1"
"2094","ENSMUSG00000019437","Tlcd1"
"2095","ENSMUSG00000019461","Plscr3"
"2096","ENSMUSG00000019464","Ptger1"
"2097","ENSMUSG00000019467","Arhgef25"
"2098","ENSMUSG00000019470","Xab2"
"2099","ENSMUSG00000019471","Cdc37"
"2100","ENSMUSG00000019478","Rab4a"
"2101","ENSMUSG00000019487","Trip10"
"2102","ENSMUSG00000019489","Cd70"
"2103","ENSMUSG00000019494","Cops6"
"2104","ENSMUSG00000019505","Ubb"
"2105","ENSMUSG00000019518","Ap4m1"
"2106","ENSMUSG00000019528","Gyg1"
"2107","ENSMUSG00000019539","Rcn3"
"2108","ENSMUSG00000019558","Slc6a8"
"2109","ENSMUSG00000019564","Arid3a"
"2110","ENSMUSG00000019577","Pdk4"
"2111","ENSMUSG00000019578","Ubxn6"
"2112","ENSMUSG00000019579","Mydgf"
"2113","ENSMUSG00000019590","Cyb561"
"2114","ENSMUSG00000019647","Sema6a"
"2115","ENSMUSG00000019659","Ccdc12"
"2116","ENSMUSG00000019689","Fmc1"
"2117","ENSMUSG00000019699","Akt3"
"2118","ENSMUSG00000019710","Mrpl24"
"2119","ENSMUSG00000019715","Gle1"
"2120","ENSMUSG00000019718","L3hypdh"
"2121","ENSMUSG00000019726","Lyst"
"2122","ENSMUSG00000019731","Slc35e1"
"2123","ENSMUSG00000019732","Calr3"
"2124","ENSMUSG00000019734","Tmc4"
"2125","ENSMUSG00000019737","Syne4"
"2126","ENSMUSG00000019738","Polr2i"
"2127","ENSMUSG00000019756","Prl8a1"
"2128","ENSMUSG00000019761","Krt10"
"2129","ENSMUSG00000019762","Iyd"
"2130","ENSMUSG00000019763","Rmnd1"
"2131","ENSMUSG00000019767","Ccdc170"
"2132","ENSMUSG00000019768","Esr1"
"2133","ENSMUSG00000019772","Vip"
"2134","ENSMUSG00000019773","Fbxo5"
"2135","ENSMUSG00000019774","Mtrf1l"
"2136","ENSMUSG00000019775","Rgs17"
"2137","ENSMUSG00000019777","Hdac2"
"2138","ENSMUSG00000019779","Frk"
"2139","ENSMUSG00000019782","Rwdd1"
"2140","ENSMUSG00000019785","Clvs2"
"2141","ENSMUSG00000019787","Trdn"
"2142","ENSMUSG00000019789","Hey2"
"2143","ENSMUSG00000019790","Stxbp5"
"2144","ENSMUSG00000019791","Hint3"
"2145","ENSMUSG00000019792","Trmt11"
"2146","ENSMUSG00000019794","Katna1"
"2147","ENSMUSG00000019795","Pcmt1"
"2148","ENSMUSG00000019796","Lrp11"
"2149","ENSMUSG00000019797","Mtres1"
"2150","ENSMUSG00000019802","Sec63"
"2151","ENSMUSG00000019803","Nr2e1"
"2152","ENSMUSG00000019804","Snx3"
"2153","ENSMUSG00000019806","Aig1"
"2154","ENSMUSG00000019808","Adat2"
"2155","ENSMUSG00000019809","Pex3"
"2156","ENSMUSG00000019810","Fuca2"
"2157","ENSMUSG00000019813","Cep57l1"
"2158","ENSMUSG00000019814","Ltv1"
"2159","ENSMUSG00000019815","Zc2hc1b"
"2160","ENSMUSG00000019817","Plagl1"
"2161","ENSMUSG00000019818","Cd164"
"2162","ENSMUSG00000019820","Utrn"
"2163","ENSMUSG00000019822","Smpd2"
"2164","ENSMUSG00000019823","Mical1"
"2165","ENSMUSG00000019826","Zbtb24"
"2166","ENSMUSG00000019828","Grm1"
"2167","ENSMUSG00000019831","Wasf1"
"2168","ENSMUSG00000019832","Rab32"
"2169","ENSMUSG00000019834","Slc22a16"
"2170","ENSMUSG00000019836","Amd-ps4"
"2171","ENSMUSG00000019837","Gtf3c6"
"2172","ENSMUSG00000019838","Slc16a10"
"2173","ENSMUSG00000019841","Rev3l"
"2174","ENSMUSG00000019842","Traf3ip2"
"2175","ENSMUSG00000019843","Fyn"
"2176","ENSMUSG00000019845","Tube1"
"2177","ENSMUSG00000019846","Lama4"
"2178","ENSMUSG00000019848","Popdc3"
"2179","ENSMUSG00000019849","Prep"
"2180","ENSMUSG00000019850","Tnfaip3"
"2181","ENSMUSG00000019851","Perp"
"2182","ENSMUSG00000019852","Arfgef3"
"2183","ENSMUSG00000019853","Hebp2"
"2184","ENSMUSG00000019854","Reps1"
"2185","ENSMUSG00000019856","Fam184a"
"2186","ENSMUSG00000019857","Asf1a"
"2187","ENSMUSG00000019861","Gopc"
"2188","ENSMUSG00000019863","Qrsl1"
"2189","ENSMUSG00000019864","Rtn4ip1"
"2190","ENSMUSG00000019865","Nmbr"
"2191","ENSMUSG00000019866","Crybg1"
"2192","ENSMUSG00000019867","Gje1"
"2193","ENSMUSG00000019868","Vta1"
"2194","ENSMUSG00000019872","Smpdl3a"
"2195","ENSMUSG00000019873","Reep3"
"2196","ENSMUSG00000019874","Fabp7"
"2197","ENSMUSG00000019876","Pkib"
"2198","ENSMUSG00000019877","Serinc1"
"2199","ENSMUSG00000019878","Hsf2"
"2200","ENSMUSG00000019880","Rspo3"
"2201","ENSMUSG00000019883","Echdc1"
"2202","ENSMUSG00000019888","Mgat4c"
"2203","ENSMUSG00000019889","Ptprk"
"2204","ENSMUSG00000019890","Nts"
"2205","ENSMUSG00000019891","Dcbld1"
"2206","ENSMUSG00000019892","Lrriq1"
"2207","ENSMUSG00000019893","Ros1"
"2208","ENSMUSG00000019894","Slc6a15"
"2209","ENSMUSG00000019897","Ccdc59"
"2210","ENSMUSG00000019899","Lama2"
"2211","ENSMUSG00000019900","Rfx6"
"2212","ENSMUSG00000019905","Gprc6a"
"2213","ENSMUSG00000019906","Lin7a"
"2214","ENSMUSG00000019907","Ppp1r12a"
"2215","ENSMUSG00000019909","Fam162b"
"2216","ENSMUSG00000019913","Sim1"
"2217","ENSMUSG00000019916","P4ha1"
"2218","ENSMUSG00000019917","Septin10"
"2219","ENSMUSG00000019920","Lims1"
"2220","ENSMUSG00000019923","Zwint"
"2221","ENSMUSG00000019927","Ube2d1"
"2222","ENSMUSG00000019929","Dcn"
"2223","ENSMUSG00000019932","Kera"
"2224","ENSMUSG00000019933","Mrln"
"2225","ENSMUSG00000019935","Slc17a8"
"2226","ENSMUSG00000019936","Epyc"
"2227","ENSMUSG00000019942","Cdk1"
"2228","ENSMUSG00000019943","Atp2b1"
"2229","ENSMUSG00000019944","Rhobtb1"
"2230","ENSMUSG00000019945","Cabcoco1"
"2231","ENSMUSG00000019947","Arid5b"
"2232","ENSMUSG00000019948","Actr6"
"2233","ENSMUSG00000019951","Bltp3b"
"2234","ENSMUSG00000019952","Poc1b"
"2235","ENSMUSG00000019960","Dusp6"
"2236","ENSMUSG00000019961","Tmpo"
"2237","ENSMUSG00000019966","Kitl"
"2238","ENSMUSG00000019969","Psen1"
"2239","ENSMUSG00000019970","Sgk1"
"2240","ENSMUSG00000019971","Cep290"
"2241","ENSMUSG00000019975","Ikbip"
"2242","ENSMUSG00000019977","Hbs1l"
"2243","ENSMUSG00000019978","Epb41l2"
"2244","ENSMUSG00000019979","Apaf1"
"2245","ENSMUSG00000019982","Myb"
"2246","ENSMUSG00000019984","Med23"
"2247","ENSMUSG00000019986","Ahi1"
"2248","ENSMUSG00000019987","Arg1"
"2249","ENSMUSG00000019988","Nedd1"
"2250","ENSMUSG00000019989","Enpp3"
"2251","ENSMUSG00000019990","Pde7b"
"2252","ENSMUSG00000019992","Mtfr2"
"2253","ENSMUSG00000019996","Map7"
"2254","ENSMUSG00000019997","Ccn2"
"2255","ENSMUSG00000019998","Stx7"
"2256","ENSMUSG00000020000","Moxd1"
"2257","ENSMUSG00000020003","Pex7"
"2258","ENSMUSG00000020007","Il20ra"
"2259","ENSMUSG00000020009","Ifngr1"
"2260","ENSMUSG00000020010","Vnn3"
"2261","ENSMUSG00000020014","Cfap54"
"2262","ENSMUSG00000020015","Cdk17"
"2263","ENSMUSG00000020017","Hal"
"2264","ENSMUSG00000020018","Snrpf"
"2265","ENSMUSG00000020019","Ntn4"
"2266","ENSMUSG00000020020","Usp44"
"2267","ENSMUSG00000020021","Fgd6"
"2268","ENSMUSG00000020022","Ndufa12"
"2269","ENSMUSG00000020023","Tmcc3"
"2270","ENSMUSG00000020024","Cep83"
"2271","ENSMUSG00000020027","Socs2"
"2272","ENSMUSG00000020029","Nudt4"
"2273","ENSMUSG00000020032","Nuak1"
"2274","ENSMUSG00000020033","4930463O16Rik"
"2275","ENSMUSG00000020034","Tcp11l2"
"2276","ENSMUSG00000020037","Rfx4"
"2277","ENSMUSG00000020038","Cry1"
"2278","ENSMUSG00000020042","Abtb3"
"2279","ENSMUSG00000020044","Timp3"
"2280","ENSMUSG00000020048","Hsp90b1"
"2281","ENSMUSG00000020051","Pah"
"2282","ENSMUSG00000020052","Ascl1"
"2283","ENSMUSG00000020053","Igf1"
"2284","ENSMUSG00000020056","Washc3"
"2285","ENSMUSG00000020057","Dram1"
"2286","ENSMUSG00000020059","Sycp3"
"2287","ENSMUSG00000020061","Mybpc1"
"2288","ENSMUSG00000020062","Slc5a8"
"2289","ENSMUSG00000020063","Sirt1"
"2290","ENSMUSG00000020064","Herc4"
"2291","ENSMUSG00000020067","Mypn"
"2292","ENSMUSG00000020069","Hnrnph3"
"2293","ENSMUSG00000020070","Rufy2"
"2294","ENSMUSG00000020072","Pbld2"
"2295","ENSMUSG00000020074","Ccar1"
"2296","ENSMUSG00000020075","Ddx21"
"2297","ENSMUSG00000020076","Ddx50"
"2298","ENSMUSG00000020077","Srgn"
"2299","ENSMUSG00000020078","Vps26a"
"2300","ENSMUSG00000020079","Supv3l1"
"2301","ENSMUSG00000020080","Hkdc1"
"2302","ENSMUSG00000020081","Tacr2"
"2303","ENSMUSG00000020083","Fam241b"
"2304","ENSMUSG00000020085","Aifm2"
"2305","ENSMUSG00000020086","Macroh2a2"
"2306","ENSMUSG00000020087","Tysnd1"
"2307","ENSMUSG00000020088","Sar1a"
"2308","ENSMUSG00000020089","Ppa1"
"2309","ENSMUSG00000020090","Npffr1"
"2310","ENSMUSG00000020091","Eif4ebp2"
"2311","ENSMUSG00000020092","Pald1"
"2312","ENSMUSG00000020096","Tbata"
"2313","ENSMUSG00000020097","Sgpl1"
"2314","ENSMUSG00000020098","Pcbd1"
"2315","ENSMUSG00000020099","Unc5b"
"2316","ENSMUSG00000020100","Slc29a3"
"2317","ENSMUSG00000020101","Vsir"
"2318","ENSMUSG00000020102","Slc16a7"
"2319","ENSMUSG00000020105","Lrig3"
"2320","ENSMUSG00000020107","Anapc16"
"2321","ENSMUSG00000020108","Ddit4"
"2322","ENSMUSG00000020109","Dnajb12"
"2323","ENSMUSG00000020111","Micu1"
"2324","ENSMUSG00000020114","Cand1"
"2325","ENSMUSG00000020115","Tbk1"
"2326","ENSMUSG00000020116","Pno1"
"2327","ENSMUSG00000020120","Plek"
"2328","ENSMUSG00000020121","Srgap1"
"2329","ENSMUSG00000020122","Egfr"
"2330","ENSMUSG00000020123","Avpr1a"
"2331","ENSMUSG00000020124","Usp15"
"2332","ENSMUSG00000020125","Elane"
"2333","ENSMUSG00000020128","Vps54"
"2334","ENSMUSG00000020130","Tbc1d15"
"2335","ENSMUSG00000020131","Pcsk4"
"2336","ENSMUSG00000020132","Rab21"
"2337","ENSMUSG00000020133","2310011J03Rik"
"2338","ENSMUSG00000020134","Peli1"
"2339","ENSMUSG00000020135","Apc2"
"2340","ENSMUSG00000020137","Thap2"
"2341","ENSMUSG00000020140","Lgr5"
"2342","ENSMUSG00000020142","Slc1a4"
"2343","ENSMUSG00000020143","Dock2"
"2344","ENSMUSG00000020149","Rab1a"
"2345","ENSMUSG00000020150","Gamt"
"2346","ENSMUSG00000020151","Ptprr"
"2347","ENSMUSG00000020152","Actr2"
"2348","ENSMUSG00000020153","Ndufs7"
"2349","ENSMUSG00000020154","Ptprb"
"2350","ENSMUSG00000020155","Kcnmb1"
"2351","ENSMUSG00000020156","Pwwp3a"
"2352","ENSMUSG00000020159","Gabrp"
"2353","ENSMUSG00000020160","Meis1"
"2354","ENSMUSG00000020163","Uqcr11"
"2355","ENSMUSG00000020164","Kcnmb4os1"
"2356","ENSMUSG00000020166","Cnot2"
"2357","ENSMUSG00000020167","Tcf3"
"2358","ENSMUSG00000020168","Or14c43"
"2359","ENSMUSG00000020169","Best3"
"2360","ENSMUSG00000020170","Frs2"
"2361","ENSMUSG00000020171","Yeats4"
"2362","ENSMUSG00000020173","Cobl"
"2363","ENSMUSG00000020175","Rab36"
"2364","ENSMUSG00000020176","Grb10"
"2365","ENSMUSG00000020177","Lyz3"
"2366","ENSMUSG00000020178","Adora2a"
"2367","ENSMUSG00000020180","Snrpd3"
"2368","ENSMUSG00000020181","Nav3"
"2369","ENSMUSG00000020182","Ddc"
"2370","ENSMUSG00000020183","Cpm"
"2371","ENSMUSG00000020184","Mdm2"
"2372","ENSMUSG00000020185","E2f7"
"2373","ENSMUSG00000020186","Csrp2"
"2374","ENSMUSG00000020189","Osbpl8"
"2375","ENSMUSG00000020190","Mknk2"
"2376","ENSMUSG00000020191","Spmip7"
"2377","ENSMUSG00000020193","Zpbp"
"2378","ENSMUSG00000020196","Cabin1"
"2379","ENSMUSG00000020198","Ap3d1"
"2380","ENSMUSG00000020205","Phlda1"
"2381","ENSMUSG00000020211","Sf3a2"
"2382","ENSMUSG00000020212","Mdm1"
"2383","ENSMUSG00000020213","Glipr1l1"
"2384","ENSMUSG00000020214","Glipr1l2"
"2385","ENSMUSG00000020216","Jsrp1"
"2386","ENSMUSG00000020218","Wif1"
"2387","ENSMUSG00000020219","Timm13"
"2388","ENSMUSG00000020220","Vps13d"
"2389","ENSMUSG00000020224","Llph"
"2390","ENSMUSG00000020225","Tmbim4"
"2391","ENSMUSG00000020226","Slc5a4b"
"2392","ENSMUSG00000020227","Irak3"
"2393","ENSMUSG00000020228","Helb"
"2394","ENSMUSG00000020229","Slc5a4a"
"2395","ENSMUSG00000020230","Prmt2"
"2396","ENSMUSG00000020231","Dip2a"
"2397","ENSMUSG00000020232","Hmg20b"
"2398","ENSMUSG00000020234","Tektip1"
"2399","ENSMUSG00000020235","Fzr1"
"2400","ENSMUSG00000020238","Ncln"
"2401","ENSMUSG00000020241","Col6a2"
"2402","ENSMUSG00000020246","Hcfc2"
"2403","ENSMUSG00000020248","Nfyb"
"2404","ENSMUSG00000020250","Txnrd1"
"2405","ENSMUSG00000020251","Glt8d2"
"2406","ENSMUSG00000020253","Ppm1m"
"2407","ENSMUSG00000020255","Nopchap1"
"2408","ENSMUSG00000020256","Aldh1l2"
"2409","ENSMUSG00000020257","Wdr82"
"2410","ENSMUSG00000020258","Glyctk"
"2411","ENSMUSG00000020260","Pofut2"
"2412","ENSMUSG00000020261","Slc36a1"
"2413","ENSMUSG00000020262","Adarb1"
"2414","ENSMUSG00000020263","Appl2"
"2415","ENSMUSG00000020264","Slc36a2"
"2416","ENSMUSG00000020265","Sumo3"
"2417","ENSMUSG00000020267","Hint1"
"2418","ENSMUSG00000020268","Lyrm7"
"2419","ENSMUSG00000020270","Smim23"
"2420","ENSMUSG00000020271","Fbxw11"
"2421","ENSMUSG00000020272","Stk10"
"2422","ENSMUSG00000020273","Papolg"
"2423","ENSMUSG00000020275","Rel"
"2424","ENSMUSG00000020277","Pfkl"
"2425","ENSMUSG00000020279","Il9r"
"2426","ENSMUSG00000020280","Pus10"
"2427","ENSMUSG00000020282","Rhbdf1"
"2428","ENSMUSG00000020283","Pex13"
"2429","ENSMUSG00000020284","Cfap410"
"2430","ENSMUSG00000020286","1700093K21Rik"
"2431","ENSMUSG00000020287","Mpg"
"2432","ENSMUSG00000020288","Ahsa2"
"2433","ENSMUSG00000020289","Nprl3"
"2434","ENSMUSG00000020290","Xpo1"
"2435","ENSMUSG00000020295","Hbq1a"
"2436","ENSMUSG00000020297","Nsg2"
"2437","ENSMUSG00000020299","4930524B15Rik"
"2438","ENSMUSG00000020300","Cpeb4"
"2439","ENSMUSG00000020303","Stc2"
"2440","ENSMUSG00000020305","Asb3"
"2441","ENSMUSG00000020307","Cdc34"
"2442","ENSMUSG00000020308","Tpgs1"
"2443","ENSMUSG00000020309","Chac2"
"2444","ENSMUSG00000020310","Madcam1"
"2445","ENSMUSG00000020311","Erlec1"
"2446","ENSMUSG00000020312","Shc2"
"2447","ENSMUSG00000020315","Sptbn1"
"2448","ENSMUSG00000020317","Spmap2"
"2449","ENSMUSG00000020319","Wdpcp"
"2450","ENSMUSG00000020321","Mdh1"
"2451","ENSMUSG00000020323","Prss57"
"2452","ENSMUSG00000020325","Fstl3"
"2453","ENSMUSG00000020326","Ccng1"
"2454","ENSMUSG00000020327","Fgf22"
"2455","ENSMUSG00000020328","Nudcd2"
"2456","ENSMUSG00000020329","Polrmt"
"2457","ENSMUSG00000020330","Hmmr"
"2458","ENSMUSG00000020331","Hcn2"
"2459","ENSMUSG00000020332","Meikin"
"2460","ENSMUSG00000020333","Acsl6"
"2461","ENSMUSG00000020334","Slc22a4"
"2462","ENSMUSG00000020335","Zfp354b"
"2463","ENSMUSG00000020340","Cyfip2"
"2464","ENSMUSG00000020346","Mgat1"
"2465","ENSMUSG00000020349","Ppp2ca"
"2466","ENSMUSG00000020354","Sgcd"
"2467","ENSMUSG00000020357","Flt4"
"2468","ENSMUSG00000020358","Hnrnpab"
"2469","ENSMUSG00000020359","Phykpl"
"2470","ENSMUSG00000020361","Hspa4"
"2471","ENSMUSG00000020362","Cnot6"
"2472","ENSMUSG00000020363","Gfpt2"
"2473","ENSMUSG00000020364","Zfp354a"
"2474","ENSMUSG00000020366","Mapk9"
"2475","ENSMUSG00000020368","Canx"
"2476","ENSMUSG00000020372","Rack1"
"2477","ENSMUSG00000020374","Rasgef1c"
"2478","ENSMUSG00000020375","Rufy1"
"2479","ENSMUSG00000020376","Rnf130"
"2480","ENSMUSG00000020377","Ltc4s"
"2481","ENSMUSG00000020380","Rad50"
"2482","ENSMUSG00000020381","Mrnip"
"2483","ENSMUSG00000020383","Il13"
"2484","ENSMUSG00000020385","Clk4"
"2485","ENSMUSG00000020386","Sar1b"
"2486","ENSMUSG00000020387","Jade2"
"2487","ENSMUSG00000020388","Pdlim4"
"2488","ENSMUSG00000020389","Cdkl3"
"2489","ENSMUSG00000020390","Ube2b"
"2490","ENSMUSG00000020392","Cdkn2aipnl"
"2491","ENSMUSG00000020393","Kremen1"
"2492","ENSMUSG00000020395","Itk"
"2493","ENSMUSG00000020396","Nefh"
"2494","ENSMUSG00000020397","Med7"
"2495","ENSMUSG00000020399","Havcr2"
"2496","ENSMUSG00000020400","Tnip1"
"2497","ENSMUSG00000020401","Garin3"
"2498","ENSMUSG00000020402","Vdac1"
"2499","ENSMUSG00000020405","Fabp6"
"2500","ENSMUSG00000020407","Upp1"
"2501","ENSMUSG00000020409","Slu7"
