"","ensembl_gene_id","external_gene_name"
"42079","ENSMUSG00000103605",NA
"42080","ENSMUSG00000103606","Gm412"
"42081","ENSMUSG00000103607","Gm37021"
"42082","ENSMUSG00000103608","4930442P19Rik"
"42083","ENSMUSG00000103609","Gm37022"
"42084","ENSMUSG00000103610","Gm37947"
"42085","ENSMUSG00000103611","Gm37195"
"42086","ENSMUSG00000103612","Gm37948"
"42087","ENSMUSG00000103613","Gm34882"
"42088","ENSMUSG00000103614","Gm37949"
"42089","ENSMUSG00000103615","Gm30045"
"42090","ENSMUSG00000103616","1700018A14Rik"
"42091","ENSMUSG00000103617","Gm37950"
"42092","ENSMUSG00000103618","Gm37951"
"42093","ENSMUSG00000103620","Gm37359"
"42094","ENSMUSG00000103621","Gm38366"
"42095","ENSMUSG00000103622","B430319G15Rik"
"42096","ENSMUSG00000103624","Gm3081"
"42097","ENSMUSG00000103625","Gm37357"
"42098","ENSMUSG00000103626","Gm37358"
"42099","ENSMUSG00000103627",NA
"42100","ENSMUSG00000103628","Gm37361"
"42101","ENSMUSG00000103629","Gm5694"
"42102","ENSMUSG00000103630","Gm37242"
"42103","ENSMUSG00000103631","Gm38060"
"42104","ENSMUSG00000103632","Gm38329"
"42105","ENSMUSG00000103633","Gm38328"
"42106","ENSMUSG00000103634","3110062G12Rik"
"42107","ENSMUSG00000103635","Gm38061"
"42108","ENSMUSG00000103636","Gm38331"
"42109","ENSMUSG00000103637","Gm38330"
"42110","ENSMUSG00000103638","Gm38327"
"42111","ENSMUSG00000103639","Gm21791"
"42112","ENSMUSG00000103640","Gm31406"
"42113","ENSMUSG00000103641","Gm19024"
"42114","ENSMUSG00000103642","Gm37769"
"42115","ENSMUSG00000103643","Gm37770"
"42116","ENSMUSG00000103644","Gm29678"
"42117","ENSMUSG00000103645",NA
"42118","ENSMUSG00000103646","Gm37706"
"42119","ENSMUSG00000103647","Gm37707"
"42120","ENSMUSG00000103648",NA
"42121","ENSMUSG00000103649","Gm37768"
"42122","ENSMUSG00000103650","Gm37207"
"42123","ENSMUSG00000103651","Gm37206"
"42124","ENSMUSG00000103652","Gm37209"
"42125","ENSMUSG00000103653","Gstp-ps"
"42126","ENSMUSG00000103654","Gm37203"
"42127","ENSMUSG00000103655","Gm37202"
"42128","ENSMUSG00000103656","Gm37205"
"42129","ENSMUSG00000103657","Gm37204"
"42130","ENSMUSG00000103658","Gm37201"
"42131","ENSMUSG00000103659",NA
"42132","ENSMUSG00000103660","Gm30705"
"42133","ENSMUSG00000103661",NA
"42134","ENSMUSG00000103662","Gm34294"
"42135","ENSMUSG00000103663","2900037B21Rik"
"42136","ENSMUSG00000103664","Gm36261"
"42137","ENSMUSG00000103665","Gm9227"
"42138","ENSMUSG00000103666","Gm38185"
"42139","ENSMUSG00000103667","Ighv1-8"
"42140","ENSMUSG00000103668","Gm38186"
"42141","ENSMUSG00000103669","2900042K21Rik"
"42142","ENSMUSG00000103670","Gm37622"
"42143","ENSMUSG00000103672","Gm37621"
"42144","ENSMUSG00000103673","Gm37620"
"42145","ENSMUSG00000103674",NA
"42146","ENSMUSG00000103675","Gm37991"
"42147","ENSMUSG00000103676","Gm38204"
"42148","ENSMUSG00000103677","Pcdhga4"
"42149","ENSMUSG00000103678","Gm37624"
"42150","ENSMUSG00000103679","Gm37623"
"42151","ENSMUSG00000103680","Gm37072"
"42152","ENSMUSG00000103681","Gm37130"
"42153","ENSMUSG00000103682",NA
"42154","ENSMUSG00000103684","Gm38180"
"42155","ENSMUSG00000103685","Gm37074"
"42156","ENSMUSG00000103686","Gm37073"
"42157","ENSMUSG00000103688","Gm6321"
"42158","ENSMUSG00000103689","Gm30598"
"42159","ENSMUSG00000103690","A730004F24Rik"
"42160","ENSMUSG00000103691","Gm38019"
"42161","ENSMUSG00000103692","4930503O07Rik"
"42162","ENSMUSG00000103693","Gm37529"
"42163","ENSMUSG00000103694","Gm37530"
"42164","ENSMUSG00000103695","A830029E22Rik"
"42165","ENSMUSG00000103696","Gm37531"
"42166","ENSMUSG00000103697",NA
"42167","ENSMUSG00000103698","Gm17877"
"42168","ENSMUSG00000103699","Gm38018"
"42169","ENSMUSG00000103700","Gm6555"
"42170","ENSMUSG00000103701","Gm10728"
"42171","ENSMUSG00000103702","Gm37290"
"42172","ENSMUSG00000103703","Gm42568"
"42173","ENSMUSG00000103704","Gm37291"
"42174","ENSMUSG00000103705","4930518J20Rik"
"42175","ENSMUSG00000103706","6820402A03Rik"
"42176","ENSMUSG00000103707","Pcdha6"
"42177","ENSMUSG00000103708","Gm33222"
"42178","ENSMUSG00000103709","Nras-ps2"
"42179","ENSMUSG00000103710","D030062O11Rik"
"42180","ENSMUSG00000103711","Tstd1"
"42181","ENSMUSG00000103712","Gm37659"
"42182","ENSMUSG00000103713","Gm2136"
"42183","ENSMUSG00000103714","Gm20857"
"42184","ENSMUSG00000103715","4933431K14Rik"
"42185","ENSMUSG00000103716","Gm19430"
"42186","ENSMUSG00000103717","Gm38038"
"42187","ENSMUSG00000103718","Gm35299"
"42188","ENSMUSG00000103719","Gm38039"
"42189","ENSMUSG00000103720","Gm37094"
"42190","ENSMUSG00000103722","2700078F05Rik"
"42191","ENSMUSG00000103723","Gm37095"
"42192","ENSMUSG00000103724","Gm37096"
"42193","ENSMUSG00000103725","Gm7103"
"42194","ENSMUSG00000103726",NA
"42195","ENSMUSG00000103727","Gm37097"
"42196","ENSMUSG00000103728","Gm37099"
"42197","ENSMUSG00000103729","Gm37098"
"42198","ENSMUSG00000103730","Gm38316"
"42199","ENSMUSG00000103731","Gm17530"
"42200","ENSMUSG00000103732","Gm38315"
"42201","ENSMUSG00000103733","Gm6162"
"42202","ENSMUSG00000103734","Gm37651"
"42203","ENSMUSG00000103735","Gm38317"
"42204","ENSMUSG00000103736","Gm37650"
"42205","ENSMUSG00000103737","Gm7142"
"42206","ENSMUSG00000103738","Gm37652"
"42207","ENSMUSG00000103739","Gm37653"
"42208","ENSMUSG00000103740","Gm38242"
"42209","ENSMUSG00000103741","Gm38241"
"42210","ENSMUSG00000103742","Gm38240"
"42211","ENSMUSG00000103744","Gm38238"
"42212","ENSMUSG00000103745","Gm38237"
"42213","ENSMUSG00000103746","1700001G17Rik"
"42214","ENSMUSG00000103747","Gm38236"
"42215","ENSMUSG00000103748","Gm38243"
"42216","ENSMUSG00000103749","Pcdhgb5"
"42217","ENSMUSG00000103750",NA
"42218","ENSMUSG00000103751","Gm37283"
"42219","ENSMUSG00000103752","Gm36467"
"42220","ENSMUSG00000103753","Gm6934"
"42221","ENSMUSG00000103754","Gm37284"
"42222","ENSMUSG00000103755","Gm37805"
"42223","ENSMUSG00000103756","Gm37285"
"42224","ENSMUSG00000103757","Gm37286"
"42225","ENSMUSG00000103758","Gm37287"
"42226","ENSMUSG00000103759","Btf3-ps12"
"42227","ENSMUSG00000103760","Gm8009"
"42228","ENSMUSG00000103761","Gm37859"
"42229","ENSMUSG00000103762","Gm37861"
"42230","ENSMUSG00000103763","Gm37860"
"42231","ENSMUSG00000103764","Gm18382"
"42232","ENSMUSG00000103765","Gm37857"
"42233","ENSMUSG00000103766","Gm38392"
"42234","ENSMUSG00000103767","Gm37858"
"42235","ENSMUSG00000103768","Gm37856"
"42236","ENSMUSG00000103769","Gm7343"
"42237","ENSMUSG00000103770","Pcdha9"
"42238","ENSMUSG00000103771","Gm36934"
"42239","ENSMUSG00000103772","Gm36933"
"42240","ENSMUSG00000103773","Gm34217"
"42241","ENSMUSG00000103774","Gm36932"
"42242","ENSMUSG00000103775","Gm36997"
"42243","ENSMUSG00000103776","2900035J10Rik"
"42244","ENSMUSG00000103777",NA
"42245","ENSMUSG00000103778","Gm36930"
"42246","ENSMUSG00000103779","Gm36931"
"42247","ENSMUSG00000103780","Gm37524"
"42248","ENSMUSG00000103781","Gm37523"
"42249","ENSMUSG00000103782","Gm37656"
"42250","ENSMUSG00000103783","Gm37522"
"42251","ENSMUSG00000103784","Gm37526"
"42252","ENSMUSG00000103785","Gm35025"
"42253","ENSMUSG00000103786","Gm37525"
"42254","ENSMUSG00000103787","Gm37657"
"42255","ENSMUSG00000103788","Gm37527"
"42256","ENSMUSG00000103789","Gm10129"
"42257","ENSMUSG00000103790","Ighv1-17"
"42258","ENSMUSG00000103791","Gm38095"
"42259","ENSMUSG00000103792","Gm3745"
"42260","ENSMUSG00000103793","Pcdhga6"
"42261","ENSMUSG00000103794","4930590H14Rik"
"42262","ENSMUSG00000103795","Gm37990"
"42263","ENSMUSG00000103796","Gm38094"
"42264","ENSMUSG00000103797","Gm18964"
"42265","ENSMUSG00000103798","Gm2229"
"42266","ENSMUSG00000103799","Gm38093"
"42267","ENSMUSG00000103800","Pcdha8"
"42268","ENSMUSG00000103801","Spin3-ps"
"42269","ENSMUSG00000103802","Gm21660"
"42270","ENSMUSG00000103803","Gm37064"
"42271","ENSMUSG00000103804","Gm37062"
"42272","ENSMUSG00000103805","Gm37063"
"42273","ENSMUSG00000103807","Trbv6"
"42274","ENSMUSG00000103808","Gm37060"
"42275","ENSMUSG00000103809","Gm37061"
"42276","ENSMUSG00000103810","Gm38005"
"42277","ENSMUSG00000103811","Gm38004"
"42278","ENSMUSG00000103812","Gm33954"
"42279","ENSMUSG00000103813","Gm31422"
"42280","ENSMUSG00000103814","Gm38007"
"42281","ENSMUSG00000103815","Gm19194"
"42282","ENSMUSG00000103816","Gm38006"
"42283","ENSMUSG00000103817","Gm6680"
"42284","ENSMUSG00000103818","Gm38009"
"42285","ENSMUSG00000103819","Gm38008"
"42286","ENSMUSG00000103820",NA
"42287","ENSMUSG00000103821",NA
"42288","ENSMUSG00000103822","6030460B20Rik"
"42289","ENSMUSG00000103823","Gm7899"
"42290","ENSMUSG00000103824","Gm38177"
"42291","ENSMUSG00000103825","Gm38178"
"42292","ENSMUSG00000103826",NA
"42293","ENSMUSG00000103827","Gm32950"
"42294","ENSMUSG00000103828","2610001A08Rik"
"42295","ENSMUSG00000103829","Gm38174"
"42296","ENSMUSG00000103830","Gm37609"
"42297","ENSMUSG00000103831","Gm37608"
"42298","ENSMUSG00000103832","Gm37611"
"42299","ENSMUSG00000103833","Gm49885"
"42300","ENSMUSG00000103834","Gm37613"
"42301","ENSMUSG00000103835","Gm37612"
"42302","ENSMUSG00000103836",NA
"42303","ENSMUSG00000103837","Gm37614"
"42304","ENSMUSG00000103839","Gm37607"
"42305","ENSMUSG00000103840","1700040K01Rik"
"42306","ENSMUSG00000103841","Gm37807"
"42307","ENSMUSG00000103842","Gm37808"
"42308","ENSMUSG00000103843","Gm31266"
"42309","ENSMUSG00000103844","4933436E23Rik"
"42310","ENSMUSG00000103845","Gm19026"
"42311","ENSMUSG00000103846","Gm37809"
"42312","ENSMUSG00000103847","Gm20056"
"42313","ENSMUSG00000103848","Gm17934"
"42314","ENSMUSG00000103849","Gm37806"
"42315","ENSMUSG00000103850","Gm3933"
"42316","ENSMUSG00000103851","Gm37606"
"42317","ENSMUSG00000103852","Gm18658"
"42318","ENSMUSG00000103854","Gm37250"
"42319","ENSMUSG00000103855",NA
"42320","ENSMUSG00000103856","Gm2474"
"42321","ENSMUSG00000103857","Gm37249"
"42322","ENSMUSG00000103858","Gm37604"
"42323","ENSMUSG00000103859","Gm37603"
"42324","ENSMUSG00000103860","Gm37418"
"42325","ENSMUSG00000103861",NA
"42326","ENSMUSG00000103862","Gm10764"
"42327","ENSMUSG00000103863","Olfr1566-ps1"
"42328","ENSMUSG00000103864","Gm37415"
"42329","ENSMUSG00000103865","Gm37416"
"42330","ENSMUSG00000103866",NA
"42331","ENSMUSG00000103867","9630010A21Rik"
"42332","ENSMUSG00000103869","Gm37420"
"42333","ENSMUSG00000103870","Gm38362"
"42334","ENSMUSG00000103871","Gm38361"
"42335","ENSMUSG00000103872","Gm38363"
"42336","ENSMUSG00000103873","Ighv1-38"
"42337","ENSMUSG00000103874","Gm38360"
"42338","ENSMUSG00000103875","Ighv10-2"
"42339","ENSMUSG00000103876","Gm17806"
"42340","ENSMUSG00000103877","Gm21358"
"42341","ENSMUSG00000103878","Gm8197"
"42342","ENSMUSG00000103880","Gm37009"
"42343","ENSMUSG00000103881","Gm10748"
"42344","ENSMUSG00000103882","Gm37452"
"42345","ENSMUSG00000103883","Gm37010"
"42346","ENSMUSG00000103884","Gm37005"
"42347","ENSMUSG00000103885","Gm37006"
"42348","ENSMUSG00000103886","Gm37007"
"42349","ENSMUSG00000103887","Gm37008"
"42350","ENSMUSG00000103888",NA
"42351","ENSMUSG00000103889","Gm37011"
"42352","ENSMUSG00000103890","Gm28724"
"42353","ENSMUSG00000103891","Gm37941"
"42354","ENSMUSG00000103892","Gm31572"
"42355","ENSMUSG00000103893","Ighv5-18"
"42356","ENSMUSG00000103894","Gm37129"
"42357","ENSMUSG00000103895","Gm37942"
"42358","ENSMUSG00000103896","Gm37128"
"42359","ENSMUSG00000103897","Pcdhga8"
"42360","ENSMUSG00000103898","Gm30238"
"42361","ENSMUSG00000103899","Gm37940"
"42362","ENSMUSG00000103900","Gm37500"
"42363","ENSMUSG00000103901","Gm37499"
"42364","ENSMUSG00000103902","Gm37501"
"42365","ENSMUSG00000103903","Rps2-ps2"
"42366","ENSMUSG00000103904","Gm37497"
"42367","ENSMUSG00000103905","Gm34379"
"42368","ENSMUSG00000103906","Tigd5"
"42369","ENSMUSG00000103907","Gm37498"
"42370","ENSMUSG00000103908","Gm37502"
"42371","ENSMUSG00000103909","Gm31511"
"42372","ENSMUSG00000103910",NA
"42373","ENSMUSG00000103911","Gm38074"
"42374","ENSMUSG00000103912","Gm33819"
"42375","ENSMUSG00000103913","Gm18403"
"42376","ENSMUSG00000103914","Gm38073"
"42377","ENSMUSG00000103915","Ighv1-6"
"42378","ENSMUSG00000103916","Gm38071"
"42379","ENSMUSG00000103917","Gm38072"
"42380","ENSMUSG00000103918","Ighv12-1"
"42381","ENSMUSG00000103919","Gm21366"
"42382","ENSMUSG00000103920","Gm37897"
"42383","ENSMUSG00000103921","Gm5841"
"42384","ENSMUSG00000103922","Gm6123"
"42385","ENSMUSG00000103923","Gm37896"
"42386","ENSMUSG00000103924","Gm37895"
"42387","ENSMUSG00000103925","B230112G18Rik"
"42388","ENSMUSG00000103926","Gm37894"
"42389","ENSMUSG00000103927",NA
"42390","ENSMUSG00000103928","Gm37893"
"42391","ENSMUSG00000103929","Gm37892"
"42392","ENSMUSG00000103930","Gm36961"
"42393","ENSMUSG00000103931","Gm36962"
"42394","ENSMUSG00000103932","Gm36963"
"42395","ENSMUSG00000103933","Gm36964"
"42396","ENSMUSG00000103934","Ighv5-3"
"42397","ENSMUSG00000103935","AY702102"
"42398","ENSMUSG00000103936","Gm36965"
"42399","ENSMUSG00000103937","Gm37186"
"42400","ENSMUSG00000103938","Gm36960"
"42401","ENSMUSG00000103939","Ighv3-4"
"42402","ENSMUSG00000103940","Gm38227"
"42403","ENSMUSG00000103942","Gm34732"
"42404","ENSMUSG00000103943","Gm37344"
"42405","ENSMUSG00000103944","Rpl26-ps3"
"42406","ENSMUSG00000103945","Gm38228"
"42407","ENSMUSG00000103947","Gm37345"
"42408","ENSMUSG00000103948","4930594C11Rik"
"42409","ENSMUSG00000103949","Gm38226"
"42410","ENSMUSG00000103950","Gm8939"
"42411","ENSMUSG00000103951","Gm37269"
"42412","ENSMUSG00000103952","Gm37268"
"42413","ENSMUSG00000103953","Gm29718"
"42414","ENSMUSG00000103954","Gm37721"
"42415","ENSMUSG00000103955","Gm37270"
"42416","ENSMUSG00000103956","Gm37118"
"42417","ENSMUSG00000103957","Gm10766"
"42418","ENSMUSG00000103958","Gm8023"
"42419","ENSMUSG00000103959","Gm37720"
"42420","ENSMUSG00000103960","Gm37119"
"42421","ENSMUSG00000103961","Gm55759"
"42422","ENSMUSG00000103962","Gm38213"
"42423","ENSMUSG00000103963","Gm30932"
"42424","ENSMUSG00000103964","Gm8407"
"42425","ENSMUSG00000103965","Gm30173"
"42426","ENSMUSG00000103966","Gm37120"
"42427","ENSMUSG00000103967","Gm38214"
"42428","ENSMUSG00000103968",NA
"42429","ENSMUSG00000103969","Gm21890"
"42430","ENSMUSG00000103970","Gm37678"
"42431","ENSMUSG00000103971","Gm37679"
"42432","ENSMUSG00000103972","Gm37466"
"42433","ENSMUSG00000103973","BC055308"
"42434","ENSMUSG00000103975","Gm37676"
"42435","ENSMUSG00000103976","Gm37677"
"42436","ENSMUSG00000103977","Gm37071"
"42437","ENSMUSG00000103978","4930474B08Rik"
"42438","ENSMUSG00000103979","Gm20305"
"42439","ENSMUSG00000103980","Gm37450"
"42440","ENSMUSG00000103981","Gm37449"
"42441","ENSMUSG00000103982","Gm37451"
"42442","ENSMUSG00000103983","Gm20045"
"42443","ENSMUSG00000103984","Gm37447"
"42444","ENSMUSG00000103985","Gm37446"
"42445","ENSMUSG00000103986","Gm5539"
"42446","ENSMUSG00000103987","Gm37448"
"42447","ENSMUSG00000103989","Ighv5-21"
"42448","ENSMUSG00000103990","Ighv8-3"
"42449","ENSMUSG00000103991","Gm38031"
"42450","ENSMUSG00000103992","Gm38029"
"42451","ENSMUSG00000103993","Gm38030"
"42452","ENSMUSG00000103994","Gm38028"
"42453","ENSMUSG00000103995","5730488B01Rik"
"42454","ENSMUSG00000103996","4833421G17Rik"
"42455","ENSMUSG00000103997","Gm38027"
"42456","ENSMUSG00000103998","Gm38025"
"42457","ENSMUSG00000103999","Gm38026"
"42458","ENSMUSG00000104000","Gm38335"
"42459","ENSMUSG00000104001","Gm38334"
"42460","ENSMUSG00000104002","Gm38336"
"42461","ENSMUSG00000104003",NA
"42462","ENSMUSG00000104004","4930565D16Rik"
"42463","ENSMUSG00000104006","Gm38333"
"42464","ENSMUSG00000104007","Gm38332"
"42465","ENSMUSG00000104009","Gm38337"
"42466","ENSMUSG00000104010","Gm37366"
"42467","ENSMUSG00000104011","Gm32391"
"42468","ENSMUSG00000104012","Gm37364"
"42469","ENSMUSG00000104013","Gm37365"
"42470","ENSMUSG00000104014","4930562F17Rik"
"42471","ENSMUSG00000104015","Gm10745"
"42472","ENSMUSG00000104016","Gm37362"
"42473","ENSMUSG00000104017","Gm37363"
"42474","ENSMUSG00000104018","4833412K13Rik"
"42475","ENSMUSG00000104020","Gm37215"
"42476","ENSMUSG00000104021","Gm36536"
"42477","ENSMUSG00000104022","A430073I11Rik"
"42478","ENSMUSG00000104023","Gm37213"
"42479","ENSMUSG00000104024","Gm33571"
"42480","ENSMUSG00000104025","E330040D14Rik"
"42481","ENSMUSG00000104026","Gm37212"
"42482","ENSMUSG00000104027","Gm37211"
"42483","ENSMUSG00000104028","Gm5851"
"42484","ENSMUSG00000104029","Gm37210"
"42485","ENSMUSG00000104030","5330406M23Rik"
"42486","ENSMUSG00000104031","Gm17771"
"42487","ENSMUSG00000104032","Gm20833"
"42488","ENSMUSG00000104033","Gm37773"
"42489","ENSMUSG00000104034","2900092N22Rik"
"42490","ENSMUSG00000104035","Gm37774"
"42491","ENSMUSG00000104036","Gm37775"
"42492","ENSMUSG00000104037","Gm37776"
"42493","ENSMUSG00000104038","Gm37771"
"42494","ENSMUSG00000104039","Gm37772"
"42495","ENSMUSG00000104040","Gm37563"
"42496","ENSMUSG00000104041","Gm37562"
"42497","ENSMUSG00000104042","Gm37564"
"42498","ENSMUSG00000104043","Gm6525"
"42499","ENSMUSG00000104044","Gm37566"
"42500","ENSMUSG00000104045","Gm37565"
"42501","ENSMUSG00000104046","Gm37567"
"42502","ENSMUSG00000104047",NA
"42503","ENSMUSG00000104048","Gm37561"
"42504","ENSMUSG00000104050","Gm38127"
"42505","ENSMUSG00000104051","Gm38128"
"42506","ENSMUSG00000104052","Gm38125"
"42507","ENSMUSG00000104053","Gm38126"
"42508","ENSMUSG00000104054","Gm38131"
"42509","ENSMUSG00000104055","Gm38132"
"42510","ENSMUSG00000104056",NA
"42511","ENSMUSG00000104057","Gm38130"
"42512","ENSMUSG00000104058",NA
"42513","ENSMUSG00000104059","Gm9124"
"42514","ENSMUSG00000104060","Gm37954"
"42515","ENSMUSG00000104061","Gm37953"
"42516","ENSMUSG00000104062","Gm37952"
"42517","ENSMUSG00000104063","Pcdhgb7"
"42518","ENSMUSG00000104064","Gm37956"
"42519","ENSMUSG00000104065","Gm37197"
"42520","ENSMUSG00000104066","Gm37955"
"42521","ENSMUSG00000104067","Gm37196"
"42522","ENSMUSG00000104068","Gm37199"
"42523","ENSMUSG00000104069","Gm37198"
"42524","ENSMUSG00000104070","Gm36866"
"42525","ENSMUSG00000104071","Gm37028"
"42526","ENSMUSG00000104072","4930448I06Rik"
"42527","ENSMUSG00000104073","Gm37029"
"42528","ENSMUSG00000104074","Gm37025"
"42529","ENSMUSG00000104075","5430433H01Rik"
"42530","ENSMUSG00000104076","Gm37026"
"42531","ENSMUSG00000104077","Gm37027"
"42532","ENSMUSG00000104078","Gm37023"
"42533","ENSMUSG00000104079","Gm37024"
"42534","ENSMUSG00000104080","Gm38279"
"42535","ENSMUSG00000104081","Gm38278"
"42536","ENSMUSG00000104082","Gm7115"
"42537","ENSMUSG00000104083","Gm29739"
"42538","ENSMUSG00000104084","Gm38276"
"42539","ENSMUSG00000104085","Gm21427"
"42540","ENSMUSG00000104086","1700039M15Rik"
"42541","ENSMUSG00000104087","Gm38277"
"42542","ENSMUSG00000104088","Gm38275"
"42543","ENSMUSG00000104089","Gm38274"
"42544","ENSMUSG00000104090",NA
"42545","ENSMUSG00000104091","Gm37317"
"42546","ENSMUSG00000104092","A930014E01Rik"
"42547","ENSMUSG00000104093","A330015K06Rik"
"42548","ENSMUSG00000104094","Gm37314"
"42549","ENSMUSG00000104095","Gm37315"
"42550","ENSMUSG00000104096","Gm20356"
"42551","ENSMUSG00000104097","Gm37313"
"42552","ENSMUSG00000104098","AA619741"
"42553","ENSMUSG00000104099","Gm37312"
"42554","ENSMUSG00000104100","Gm37880"
"42555","ENSMUSG00000104101","Gm37881"
"42556","ENSMUSG00000104102","Gm32496"
"42557","ENSMUSG00000104103","Gm9517"
"42558","ENSMUSG00000104104","Gm37877"
"42559","ENSMUSG00000104105","Gm37878"
"42560","ENSMUSG00000104106","Gm10848"
"42561","ENSMUSG00000104107","Gm37879"
"42562","ENSMUSG00000104108","Gm37876"
"42563","ENSMUSG00000104109","Gm30292"
"42564","ENSMUSG00000104110","Gm37295"
"42565","ENSMUSG00000104111","Gm37294"
"42566","ENSMUSG00000104112","Gm37293"
"42567","ENSMUSG00000104113","Gm37292"
"42568","ENSMUSG00000104114","Gm37297"
"42569","ENSMUSG00000104115","Ighv8-1"
"42570","ENSMUSG00000104116","Gm37296"
"42571","ENSMUSG00000104117","Gm20743"
"42572","ENSMUSG00000104118",NA
"42573","ENSMUSG00000104120","Gm37484"
"42574","ENSMUSG00000104121","Gm37485"
"42575","ENSMUSG00000104122","Gm37482"
"42576","ENSMUSG00000104123","Gm37483"
"42577","ENSMUSG00000104125","Gm37488"
"42578","ENSMUSG00000104126","Gm37486"
"42579","ENSMUSG00000104127","Gm20928"
"42580","ENSMUSG00000104128",NA
"42581","ENSMUSG00000104129","Ighv6-2"
"42582","ENSMUSG00000104130","Gm36951"
"42583","ENSMUSG00000104131","Gm36950"
"42584","ENSMUSG00000104132","Gm36952"
"42585","ENSMUSG00000104133","4921511E07Rik"
"42586","ENSMUSG00000104134","Gm2328"
"42587","ENSMUSG00000104135","Gm36953"
"42588","ENSMUSG00000104136","Gm36955"
"42589","ENSMUSG00000104137","Gm36954"
"42590","ENSMUSG00000104138","Gm36949"
"42591","ENSMUSG00000104140","Gm37140"
"42592","ENSMUSG00000104141","Gm6140"
"42593","ENSMUSG00000104142","Gm37141"
"42594","ENSMUSG00000104144","Gm55943"
"42595","ENSMUSG00000104145","D130019J16Rik"
"42596","ENSMUSG00000104146","Gm30175"
"42597","ENSMUSG00000104147","Gm37142"
"42598","ENSMUSG00000104148","Pcdha2"
"42599","ENSMUSG00000104149","Gm37138"
"42600","ENSMUSG00000104150","Gm44573"
"42601","ENSMUSG00000104152","Ighv10-4"
"42602","ENSMUSG00000104153","Gm38105"
"42603","ENSMUSG00000104154","Gm38104"
"42604","ENSMUSG00000104155","Gm38103"
"42605","ENSMUSG00000104156","Gm38102"
"42606","ENSMUSG00000104157","Gm38101"
"42607","ENSMUSG00000104158","Becn2"
"42608","ENSMUSG00000104159","Gm38099"
"42609","ENSMUSG00000104160",NA
"42610","ENSMUSG00000104161","Gm20089"
"42611","ENSMUSG00000104162","Gm37619"
"42612","ENSMUSG00000104163","Gm19057"
"42613","ENSMUSG00000104164","Gm38248"
"42614","ENSMUSG00000104165","Gm38249"
"42615","ENSMUSG00000104166","Gm38247"
"42616","ENSMUSG00000104167","A030012G06Rik"
"42617","ENSMUSG00000104168","Gm38250"
"42618","ENSMUSG00000104169","Gm7430"
"42619","ENSMUSG00000104170","Gm37702"
"42620","ENSMUSG00000104171","Gm18296"
"42621","ENSMUSG00000104172","Gm37259"
"42622","ENSMUSG00000104173","Gm37703"
"42623","ENSMUSG00000104174","Gm37701"
"42624","ENSMUSG00000104175","Gm37700"
"42625","ENSMUSG00000104176","Ighv1-51"
"42626","ENSMUSG00000104177","Gm2429"
"42627","ENSMUSG00000104178","Gm9916"
"42628","ENSMUSG00000104180","Gm37970"
"42629","ENSMUSG00000104181","Gm8850"
"42630","ENSMUSG00000104182","Gm21362"
"42631","ENSMUSG00000104183","1700054O19Rik"
"42632","ENSMUSG00000104184","Gm37818"
"42633","ENSMUSG00000104185","Gm18692"
"42634","ENSMUSG00000104186","Gm37819"
"42635","ENSMUSG00000104187","Gm37820"
"42636","ENSMUSG00000104188","Gm37821"
"42637","ENSMUSG00000104189","Gm37822"
"42638","ENSMUSG00000104190","Gm10472"
"42639","ENSMUSG00000104191","Gm30737"
"42640","ENSMUSG00000104192","Gm37253"
"42641","ENSMUSG00000104194","Gm33354"
"42642","ENSMUSG00000104195","B230377A18Rik"
"42643","ENSMUSG00000104197","Gm37632"
"42644","ENSMUSG00000104198","Trbv9"
"42645","ENSMUSG00000104199","4930420N18Rik"
"42646","ENSMUSG00000104200","Gm37399"
"42647","ENSMUSG00000104201","4930535G08Rik"
"42648","ENSMUSG00000104202","Gm8101"
"42649","ENSMUSG00000104203","Gm37398"
"42650","ENSMUSG00000104204","Gm37397"
"42651","ENSMUSG00000104205","Gm37396"
"42652","ENSMUSG00000104206",NA
"42653","ENSMUSG00000104207","Gm37395"
"42654","ENSMUSG00000104208","Gm37401"
"42655","ENSMUSG00000104209","Gm37400"
"42656","ENSMUSG00000104210","Gm37984"
"42657","ENSMUSG00000104211","Gm37985"
"42658","ENSMUSG00000104212","Gm37986"
"42659","ENSMUSG00000104213","Ighd"
"42660","ENSMUSG00000104214","Gm36638"
"42661","ENSMUSG00000104215","Rpl13-ps4"
"42662","ENSMUSG00000104216","Gm37987"
"42663","ENSMUSG00000104217","Gm37988"
"42664","ENSMUSG00000104218","Gm9134"
"42665","ENSMUSG00000104219","Gm37989"
"42666","ENSMUSG00000104220","4930578I07Rik"
"42667","ENSMUSG00000104221","Gm37051"
"42668","ENSMUSG00000104222","Gm7292"
"42669","ENSMUSG00000104223","Gm18428"
"42670","ENSMUSG00000104224","Gm37693"
"42671","ENSMUSG00000104225","4930517L18Rik"
"42672","ENSMUSG00000104226","Gm7470"
"42673","ENSMUSG00000104227","Gm37050"
"42674","ENSMUSG00000104228","Gm35955"
"42675","ENSMUSG00000104229","Gm18433"
"42676","ENSMUSG00000104230","Gm37591"
"42677","ENSMUSG00000104231","Gm37592"
"42678","ENSMUSG00000104232","Gm37590"
"42679","ENSMUSG00000104233","Gm34023"
"42680","ENSMUSG00000104234","5330439B14Rik"
"42681","ENSMUSG00000104235","Gm37589"
"42682","ENSMUSG00000104236","4930533L02Rik"
